incident_number,cal_year,type_of_incident,cost_gbp,final_description,animal_group_parent,property_category,ward_code,ward,stn_ground_name,easting,northing
D2310,2012,Special Service,260,DOG TRAPPED BETWEEN GARAGES,Dog,Non Residential,E05000484,Forest Gate South,Stratford,539850,185050
C2311,2012,Special Service,260,CAT TRAPPED IN ROOM POSSIBLY BADLY INJURED,Cat,Dwelling,E05000180,Hobbayne,Ealing,515350,180850
C2312,2012,Special Service,260,CAT TRAPPED UNDER KITCHEN UNITS,Cat,Dwelling,E05000451,Rushey Green,Forest Hill,536850,172950
C2313,2012,Special Service,260,KITTEN WITH HEAD TRAPPED IN CHAIR,Cat,Dwelling,E05000362,Isleworth,Heston,516050,174850
D2314,2012,Special Service,260,DOG TRAPPED BETWEEN RADIATOR AND CUPBOARD,Dog,Dwelling,E05000314,Heaton,Harold Hill,552550,191050
H2315,2012,Special Service,260,HORSE STUCK IN TRENCH,Horse,Outdoor,E05000318,Rainham and Wennington,Wennington,554150,180850
F2316,2012,Special Service,260,FOX ON ROOF,Fox,Dwelling,E05000230,Woolwich Riverside,East Greenwich,542350,178150
D2317,2012,Special Service,260,DOG TRAPPED UNDER CAR,Dog,Road Vehicle,E05000151,Coulsdon West,Purley,529750,159850
B2318,2012,Special Service,260,BIRD TRAPPED ON ROOF,Bird,Non Residential,E05000340,Uxbridge North,Hillingdon,505550,184250
D2319,2012,Special Service,260,DOG WITH HEAD STUCK IN GATE,Dog,Outdoor,E05011229,St. Mary's & St. James,Sidcup,548050,170850
C2320,2012,Special Service,260,ASSIST RSPCA WITH CAT TRAPPED IN TREE,Cat,Outdoor,E05000059,Totteridge,Barnet,526850,193450
C2322,2012,Special Service,260,KITTEN WITH HEAD TRAPPED IN BOTTLE,Cat,Dwelling,E05000356,Heston East,Southall,512650,177950
C2323,2012,Special Service,260,CAT STUCK IN BASEMENT WELL,Cat,Dwelling,E05000366,Barnsbury,Islington,531250,183750
C2324,2012,Special Service,520,ASSIST RSPCA WITH CAT TRAPPED IN CARE ENGINE,Cat,Road Vehicle,E05000149,Broad Green,Croydon,531350,166350
D2325,2012,Special Service,260,DOG WITH HEAD STUCK IN RAILINGS,Dog,Outdoor Structure,E05011222,Crayford,Bexley,551050,175050
D2326,2012,Special Service,260,DOG TRAPPED IN BETWEEN TWO WALLS,Dog,Outdoor,E05000309,Emerson Park,Hornchurch,553050,188550
H2327,2012,Special Service,520,HORSE COLLAPSED,Horse,Non Residential,E05000318,Rainham and Wennington,Wennington,554150,180850
C2328,2012,Special Service,260,CAT STUCK BEHIND DISHWASHER,Cat,Dwelling,E05000314,Heaton,Harold Hill,553050,191450
C2329,2012,Special Service,260,CAT TRAPPED BETWEEN 2 WALLS,Cat,Outdoor,E05000333,Ickenham,Ruislip,507450,186650
C2330,2012,Special Service,260,CAT TRAPPED ON SCAFFOLDING,Cat,Outdoor Structure,E05011238,Churchfields,Woodford,541250,190950
C2331,2012,Special Service,260,KITTEN STUCK ON ROOF,Cat,Dwelling,E05000626,Tooting,Tooting,526550,171650
C2332,2012,Special Service,260,KITTEN STUCK BEHIND WALL,Cat,Dwelling,E05000423,Herne Hill,Brixton,531450,174650
B2333,2012,Special Service,260,PIGEON TRAPPED BEHIND FIREPLACE,Bird,Dwelling,E05000608,William Morris,Walthamstow,536550,189650
C2335,2012,Special Service,260,KITTEN TRAPPED BEHIND DASHBOARD OF CAR,Cat,Road Vehicle,E05000040,Valence,Dagenham,548550,186750
D2336,2012,Special Service,260,DOG TRAPPED ON LEDGE,Dog,Outdoor,E05000226,Plumstead,Plumstead,546050,177550
D2337,2012,Special Service,260,PUPPY TRAPPED IN WIRE,Dog,Dwelling,E05000111,Chislehurst,Bromley,543450,169550
B2338,2012,Special Service,260,BIRD TRAPPED BY WIRE,Bird,Outdoor,E05000547,Peckham Rye,New Cross,534750,175350
C2339,2012,Special Service,260,ASSIST RSPCA WITH CAT STUCK ON ROOF,Cat,Dwelling,E05000626,Tooting,Tooting,526550,171650
C2340,2012,Special Service,260,CAT LOCKED IN SHED,Cat,Non Residential,E05011111,Peckham Rye,New Cross,535750,175650
C2341,2012,Special Service,260,CAT LOCKED IN GARAGE,Cat,Non Residential,E05000263,Shepherd's Bush Green,Hammersmith,522850,179650
C2342,2012,Special Service,780,CAT TRAPPED IN  VOID BETWEEN TWO EXTENSIONS,Cat,Dwelling,E05000206,Ponders End,Edmonton,535050,195650
D2343,2012,Special Service,260,DOG STUCK IN RAILINGS,Dog,Outdoor Structure,E05000424,Knight's Hill,West Norwood,531250,171150
D2344,2012,Special Service,260,DOG TRAPPED UNDER SHED,Dog,Non Residential,E05000412,St. Mark's,Surbiton,517550,167450
D2345,2012,Special Service,260,PUPPY STUCK DOWN HOLE IN GARDEN,Dog,Dwelling,E05000284,Woodside,Tottenham,531850,190850
C2346,2012,Special Service,260,ASSIST RSPCA WITH CAT IN PRECARIOUS POSITION,Cat,Outdoor,E05000212,Upper Edmonton,Edmonton,534350,191950
C2347,2012,Special Service,260,CAT TRAPPED IN ELECTRICAL SUBSTATION,Cat,Outdoor Structure,E05000101,Sudbury,Wembley,515950,185750
C2348,2012,Special Service,260,CAT TRAPPED BEHIND WALL - POSSIBLY INJURED,Cat,Dwelling,E05000601,Hoe Street,Walthamstow,537650,188950
C2349,2012,Special Service,260,CAT TRAPPED IN WIRE,Cat,Dwelling,E05000182,Northfield,Ealing,517450,178950
D2350,2012,Special Service,260,DOG STUCK ON ROOF OF BUILDING,Dog,Non Residential,E05000489,Plaistow North,Plaistow,540450,183350
C2352,2012,Special Service,260,CAT TRAPPED IN WINDOW,Cat,Dwelling,E05009371,De Beauvoir,Shoreditch,533250,183950
C2353,2012,Special Service,260,CAT TRAPPED IN GUTTERING,Cat,Dwelling,E05009372,Hackney Central,Homerton,534850,185350
D2354,2012,Special Service,260,RUNNING CALL TO DOG TRAPPED,Dog,Dwelling,E05011115,St. Giles,Peckham,533650,176550
B2355,2012,Special Service,260,ASSSIST RSPCA WITH SWANS TRAPPED IN NETTING  ON CANAL,Bird,Outdoor,E05000331,Heathrow Villages,Heathrow,506050,174750
C2356,2012,Special Service,260,CAT STUCK IN HOLE UNDER STAIRS,Cat,Dwelling,E05000253,College Park and Old Oak,Acton,521750,181350
B2358,2012,Special Service,260,BIRD TRAPPED IN TREE,Bird,Dwelling,E05000310,Gooshays,Harold Hill,554050,191650
B2359,2012,Special Service,260,ASSIST RSPCA WITH TRAPPED SEAGULL,Bird,Outdoor,E05000190,Southall Green,Southall,512050,178550
D2360,2012,Special Service,260,DOG TRAPPED DOWN DRAIN,Dog,Outdoor,E05000271,Harringay,Hornsey,531750,187950
C2361,2012,Special Service,260,CAT ON ROOF IN DANGER OF FALLING,Cat,Dwelling,E05000269,Crouch End,Hornsey,530050,188650
C2362,2012,Special Service,260,KITTEN TRAPPED BETWEEN SHED AND FENCE,Cat,Dwelling,E05000602,Larkswood,Chingford,538450,193050
C2363,2012,Special Service,260,CAT TRAPPED IN A TREE,Cat,Outdoor,E05000048,East Barnet,Barnet,527050,196850
C2364,2012,Special Service,260,CAT STUCK ON BALCONY,Cat,Dwelling,E05009403,Royal Hospital,Chelsea,527450,178450
C2365,2012,Special Service,260,ASSIST RSPCA WITH CAT UP TREE,Cat,Outdoor,E05000037,Parsloes,Dagenham,548050,185750
C2366,2012,Special Service,260,ASSIST RSPCA  WITH CAT STUCK IN TREE,Cat,Outdoor,E05011228,Northumberland Heath,Erith,549950,177950
C2367,2012,Special Service,260,CAT TRAPPED IN KITCHEN WALL,Cat,Dwelling,E05000485,Green Street East,Stratford,541150,184750
B2368,2012,Special Service,260,BIRD TRAPPED IN OVERHEAD WIRE,Bird,Outdoor,E05009372,Hackney Central,Homerton,534550,185250
C2369,2012,Special Service,260,CAT STUCK IN RUBBISH CHUTE,Cat,Outdoor Structure,E05000115,Cray Valley West,Sidcup,546050,169650
C2370,2012,Special Service,260,CAT WITH HEAD STUCK IN FENCE,Cat,Dwelling,E05011233,West Heath,Plumstead,547450,177250
D2371,2012,Special Service,260,DOG IN CANAL,Dog,Outdoor,E05000176,Elthorne,Ealing,515250,179550
H2372,2012,Special Service,1300,HORSE STUCK IN DITCH,Horse,Outdoor,E05000309,Emerson Park,Hornchurch,555450,188450
D2373,2012,Special Service,NA,F396 RUNNING CALL TO DOG WITH HEAD STUCK IN RUBBER RING,Dog,Outdoor,E05000320,St. Andrew's,Hornchurch,554050,187450
C2374,2012,Special Service,260,CAT WITH LEG TRAPPED IN POOL TABLE,Cat,Dwelling,E05000371,Finsbury Park,Holloway,530950,186250
C2375,2012,Special Service,260,CAT TRAPPED ON ROOF,Cat,Dwelling,E05009372,Hackney Central,Homerton,534850,185350
B2376,2012,Special Service,260,SWAN TRAPPED IN ICED LAKE,Bird,Outdoor,E05000620,Queenstown,Battersea,528350,176950
C2377,2012,Special Service,260,CAT TRAPPED BY HEAD BETWEEN WALL AND FLOORBOARDS,Cat,Dwelling,E05000176,Elthorne,Ealing,515450,180250
C2378,2012,Special Service,260,CAT STUCK IN WIRE FENCING,Cat,Outdoor Structure,E05000203,Jubilee,Edmonton,535950,194350
C2379,2012,Special Service,260,CAT TRAPPED UP CHIMNEY,Cat,Dwelling,E05000518,Fulwell and Hampton Hill,Twickenham,514650,171450
C2380,2012,Special Service,520,CAT STUCK BETWEEN WALLS,Cat,Dwelling,E05009372,Hackney Central,Homerton,534850,185350
C2381,2012,Special Service,260,KITTEN TRAPPED ON CHIMNEY BREAST,Cat,Dwelling,E05000469,Raynes Park,Wimbledon,523250,170050
C2382,2012,Special Service,260,CAT TRAPPED IN WALLS,Cat,Dwelling,E05009372,Hackney Central,Homerton,534850,185350
B2383,2012,Special Service,260,BIRD TRAPPED IN WALL CAVITY,Bird,Dwelling,E05000378,St. George's,Holloway,529950,185550
C2384,2012,Special Service,260,KITTEN UP TREE,Cat,Outdoor,E05000331,Heathrow Villages,Heathrow,509150,177050
C2385,2012,Special Service,260,CAT STUCK IN TREE,Cat,Outdoor,E05000258,North End,Hammersmith,524450,178150
B2386,2012,Special Service,260,HAWK TRAPPED IN TREE,Bird,Outdoor,E05000044,Burnt Oak,Mill Hill,520750,190750
D2387,2012,Special Service,260,DOG WITH LEG STUCK IN METAL BASKET,Dog,Dwelling,E05000061,West Finchley,Finchley,525550,191450
C2388,2012,Special Service,260,CAT TRAPPED BEHIND BOILER,Cat,Dwelling,E05000059,Totteridge,Barnet,526450,193450
C2389,2012,Special Service,260,CAT TRAPPED,Cat,Dwelling,E05000329,Eastcote and East Ruislip,Ruislip,509750,188550
D2391,2012,Special Service,260,INJURED DOG STUCK IN MUD ON FORESHORE,Dog,Outdoor,E05000228,Thamesmead Moorings,Plumstead,544750,180050
C2392,2012,Special Service,260,CAT STUCK BETWEEN CAVITY WALL,Cat,Dwelling,E05000472,Village,Wandsworth,523950,172450
C2393,2012,Special Service,260,CAT TRAPPED BETWEEN TWO WALLS,Cat,Dwelling,E05011217,Barnehurst,Bexley,550650,175750
C2394,2012,Special Service,260,CAT UP TREE,Cat,Outdoor,E05000037,Parsloes,Dagenham,547450,185950
C2396,2012,Special Service,260,KITTEN STUCK IN TV STAND,Cat,Dwelling,E05000410,Old Malden,New Malden,520950,166350
S2397,2012,Special Service,260,ONE SHEEP TRAPPED IN FENCING,Sheep,Outdoor,E05000195,Chase,Enfield,529850,199350
D2399,2012,Special Service,260,DOG STUCK IN LIFT EMERGENCY,Dog,Dwelling,E05000426,Oval,Lambeth,530650,177350
C2400,2012,Special Service,260,CAT STUCK IN METAL PANELLING,Cat,Dwelling,E05000143,St. Pancras and Somers Town,Euston,529750,183350
C2401,2012,Special Service,260,CAT TRAPPED BETWEEN TWO WALLS,Cat,Dwelling,E05011234,Aldborough,Ilford,544150,188850
C2402,2012,Special Service,260,CAT WITH LEG TRAPPED IN FENCE NEXT TO DISUSED INDIAN TAKEAWAY SHOP,Cat,Outdoor,E05000450,Perry Vale,Forest Hill,535550,173250
D2404,2013,Special Service,260,DOG TRAPPED BETWEEN METAL CHAIRS,Dog,Outdoor Structure,E05000436,Vassall,Brixton,531650,177050
D2405,2013,Special Service,260,INJURED DOG TRAPPED ON RAILWAY LINE,Dog,Outdoor,E05000254,Fulham Broadway,Fulham,525650,177650
F2406,2013,Special Service,260,FOX TRAPPED IN FENCING,Fox,Outdoor,E05000281,Tottenham Hale,Tottenham,534350,190650
C2407,2013,Special Service,260,CAT FALLEN FROM SIXTH FLOOR TO FIRST FLOOR,Cat,Dwelling,E05009327,Mile End,Poplar,536950,181850
C2408,2013,Special Service,260,CAT STUCK BETWEEN 2 WALLS,Cat,Non Residential,E05009332,Shadwell,Shadwell,535150,181150
C2409,2013,Special Service,260,CAT TRAPPED UNDER FLOORBOARDS AND SINK,Cat,Dwelling,E05011245,Hainault,Hainault,545750,192450
D2410,2013,Special Service,260,DOG WITH HEAD TRAPPED,Dog,Dwelling,E05000052,Garden Suburb,Finchley,525350,188950
D2411,2013,Special Service,260,DOG TRAPPED UNDER DECKING,Dog,Dwelling,E05000303,Stanmore Park,Stanmore,516750,191650
C2412,2013,Special Service,NA,CAT STUCK BETWEEN CUPBOARDS,Cat,Dwelling,E05000349,Chiswick Riverside,Chiswick,520050,177050
C2413,2013,Special Service,260,ASSIST RSPCA WITH CAT STUCK IN TREE,Cat,Dwelling,E05000040,Valence,Dagenham,548950,186650
D2414,2013,Special Service,260,DOG TRAPPED IN ROOM,Dog,Dwelling,E05000613,East Putney,Wandsworth,524550,174650
C2415,2013,Special Service,260,ASSIST RSPCA WITH KITTEN UP TREE,Cat,Outdoor,E05000545,Nunhead,New Cross,535050,177250
C2416,2013,Special Service,260,CAT TRAPPED IN CHIMNEY,Cat,Dwelling,E05009379,King's Park,Homerton,535850,185650
C2417,2013,Special Service,260,CAT TRAPPED IN CHIMNEY,Cat,Dwelling,E05000292,Headstone North,Harrow,513550,189350
C2418,2013,Special Service,260,CAT ON ROOF,Cat,Dwelling,E05000478,Canning Town South,Plaistow,540550,182050
D2420,2013,Special Service,520,DOG TRAPPED IN SWING DOOR,Dog,Non Residential,E05000649,West End,Soho,528950,181050
C2421,2013,Special Service,260,CAT STUCK BEHIND CHAIR LIFT,Cat,Dwelling,E05011245,Hainault,Hainault,546950,192150
C2422,2013,Special Service,260,CAT TRAPPED IN GARAGE,Cat,Non Residential,E05000155,Heathfield,Addington,536250,162550
C2423,2013,Special Service,260,INJURED CAT FALLEN FROM 3RD FL TO 1ST FLOOR LEDGE,Cat,Dwelling,E05000417,Brixton Hill,Brixton,530650,174550
C2424,2013,Special Service,260,CAT STUCK ON ROOF,Cat,Dwelling,E05000520,Hampton,Twickenham,513750,169550
D2425,2013,Special Service,260,DOG STUCK BEHIND FENCE,Dog,Non Residential,E05000188,South Acton,Acton,519650,180350
C2426,2013,Special Service,260,CAT TRAPPED BETWEEN SHED AND WALL,Cat,Non Residential,E05000370,Clerkenwell,Islington,531250,182850
C2427,2013,Special Service,260,CAT TRAPPED BEHIND SHUTTER,Cat,Non Residential,E05000230,Woolwich Riverside,Plumstead,543550,178850
D2428,2013,Special Service,260,DOG ON SILTBANK IN MIDDLE OF CANAL,Dog,Outdoor,E05000341,Uxbridge South,Hillingdon,504950,184050
C2429,2013,Special Service,260,CAT WITH HEAD TRAPPED BETWEEN RSJ AND WINDOW FRAME,Cat,Dwelling,E05000412,St. Mark's,Surbiton,518950,168050
D2430,2013,Special Service,780,"DOG FALLEN THROUGH ICE ON POND, WATER RESCUE LEVEL TWO",Dog,Outdoor,E05000643,Regent's Park,Paddington,528050,182250
D2431,2013,Special Service,520,DOG TRAPPED ON ISLAND IN MIDDLE OF LAKE WATER RESCUE LEVEL 2 IMPLEMENTED,Dog,Outdoor,E05000266,Alexandra,Hornsey,529450,190150
D2432,2013,Special Service,260,DOG FALLEN THROUGH ICE INTO POND,Dog,Outdoor,E05000325,Botwell,Hayes,508050,180550
D2433,2013,Special Service,260,DOG TRAPPED IN RAILINGS,Dog,Outdoor Structure,E05000056,High Barnet,Barnet,526250,197150
D2434,2013,Special Service,260,DOG FALLEN INTO THE CANAL,Dog,Outdoor,E05000344,Yeading,Southall,511650,181150
C2435,2013,Special Service,260,CAT TRAPPED IN BACK OF CHEST DRAWER,Cat,Dwelling,E05000063,Woodhouse,Finchley,526550,192750
C2436,2013,Special Service,520,ASSIST RSPCA WITH CAT IN TREE,Cat,Non Residential,E05000485,Green Street East,Stratford,541150,185050
D2437,2013,Special Service,780,DOG STUCK IN BADGER HOLE,Dog,Outdoor,E05000137,Highgate,West Hampstead,527050,187450
B2438,2013,Special Service,260,ASSIST RSCPA WITH PIGEON TRAPPED OS,Bird,Non Residential,E05009306,Langbourn,Dowgate,532950,180950
B2439,2013,Special Service,260,TO ASSIST RSPCA WITH PIGEON TRAPPED ON BUILDING,Bird,Non Residential,E05000564,Sutton Central,Sutton,525950,164150
D2440,2013,Special Service,520,RESCUE DOG OUT OF WATER  WATER RESCUE PROCEDURE LEVEL 2 IMPLEMENTED,Dog,Outdoor,E05000345,Yiewsley,Hillingdon,505650,180450
D2441,2013,Special Service,260,DOG TRAPPED INBETWEEN WALLS,Dog,Outdoor,E05000630,Abbey Road,West Hampstead,526250,183550
C2442,2013,Special Service,260,CAT TRAPPED IN SHED,Cat,Non Residential,E05000308,Elm Park,Hornchurch,552750,185150
C2443,2013,Special Service,260,CAT TRAPPED ON BALCONY,Cat,Dwelling,E05000522,Hampton Wick,Twickenham,517150,170150
F2444,2013,Special Service,260,FOX TRAPPED IN FENCE,Fox,Non Residential,E05000349,Chiswick Riverside,Chiswick,520450,177250
D2445,2013,Special Service,260,COCKER SPANIEL CAUGHT IN BARBED WIRE IN POND,Dog,Outdoor,E05000303,Stanmore Park,Stanmore,516650,191850
C2446,2013,Special Service,260,CAT TRAPPED IN PIT,Cat,Dwelling,E05000648,Westbourne,Paddington,525250,181950
D2447,2013,Special Service,260,DOG TRAPPED IN BETWEEN WALL AND IVY,Dog,Dwelling,E05011107,North Walworth,Old Kent Road,532850,178650
C2448,2013,Special Service,260,CAT LOCKED INSIDED CUPBOARD,Cat,Dwelling,E05000203,Jubilee,Edmonton,535150,194650
C2449,2013,Special Service,260,KITTEN TRAPPED BEHIND AIR BRICK,Cat,Dwelling,E05000431,Streatham South,Norbury,529150,170050
C2450,2013,Special Service,260,CAT TRAPPED UNDERNEATH BATH,Cat,Dwelling,E05000639,Little Venice,Paddington,525950,182450
C2451,2013,Special Service,260,CAT TRAPPED UP DOMESTIC INTERNAL PIPES,Cat,Dwelling,E05000034,Heath,Dagenham,549150,186850
C2452,2013,Special Service,260,RUNNING CALL TO CAT STUCK OVER FENCE,Cat,Dwelling,E05000434,Thurlow Park,West Norwood,531650,172650
B2455,2013,Special Service,260,RUNNING CALL TO PIGEON TRAPPED BEHIND GLASS,Bird,Non Residential,E05009325,Lansbury,Poplar,537850,181150
C2456,2013,Special Service,260,KITTEN TRAPPED IN BETWEEN WALL,Cat,Dwelling,E05009374,Hackney Wick,Homerton,535950,184650
B2457,2013,Special Service,520,ASSIST RSPCA WITH INJURED PIGEON,Bird,Non Residential,E05000562,St. Helier,Sutton,526550,166150
C2458,2013,Special Service,260,CAT TRAPPED IN WALL,Cat,Dwelling,E05000112,Clock House,Beckenham,535150,169350
B2459,2013,Special Service,260,PIGEON STUCK ON ROOF,Bird,Dwelling,E05011244,Goodmayes,Ilford,545750,186850
D2460,2013,Special Service,260,DOG STUCK IN DITCH,Dog,Outdoor,E05000331,Heathrow Villages,Hayes,508250,178250
C2461,2013,Special Service,260,CAT TRAPPED BEHIND WALL,Cat,Dwelling,E05011252,South Woodford,Woodford,540250,189750
C2462,2013,Special Service,260,CAT TRAPPED UNDER RUBBLE,Cat,Outdoor Structure,E05000485,Green Street East,East Ham,541450,184350
D2463,2013,Special Service,520,DOG TRAPPED ON RAILWAY LINE,Dog,Outdoor,E05011116,South Bermondsey,Dockhead,533850,179450
D2464,2013,Special Service,260,DOG HEAD STUCK IN RAILINGS,Dog,Outdoor Structure,E05000600,Higham Hill,Walthamstow,536250,190950
C2465,2013,Special Service,260,CAT ON ROOF,Cat,Dwelling,E05011235,Barkingside,Ilford,542650,188650
C2466,2013,Special Service,260,ASSIST RSPCA WITH CAT STUCK IN TREE,Cat,Outdoor,E05000451,Rushey Green,Lewisham,537850,173950
C2468,2013,Special Service,260,CAT STUCK UNDER FLOOR BOARDS,Cat,Dwelling,E05000087,Brondesbury Park,Willesden,523250,184150
D2469,2013,Special Service,260,ASSIST RSPCA WITH DOG COLLAPSED 4 STOREYS HIGH,Dog,Dwelling,E05000135,Hampstead Town,West Hampstead,526350,185850
D2470,2013,Special Service,260,PUPPY WITH HEAD TRAPPED IN WALL,Dog,Outdoor Structure,E05000616,Graveney,Tooting,527550,171250
B2471,2013,Special Service,260,BIRD TRAPPED IN NETTING,Bird,Non Residential,E05000644,St. James's,Soho,530250,180350
C2472,2013,Special Service,260,CAT STUCK  BEHIND CHIMNEY,Cat,Dwelling,E05000217,Coldharbour and New Eltham,Eltham,543050,172350
C2474,2013,Special Service,260,ASSIST RSPCA WITH CAT UP TREE,Cat,Outdoor,E05000029,Chadwell Heath,Dagenham,548050,189250
B2475,2013,Special Service,260,BIRDS TRAPPED IN NETTING NEAR,Bird,Outdoor,E05000253,College Park and Old Oak,Hammersmith,523350,180750
C2476,2013,Special Service,260,CAT STUCK ON TELEPHONE POLE,Cat,Outdoor Structure,E05000199,Enfield Lock,Enfield,536350,199150
C2477,2013,Special Service,260,CAT STUCK IN AIR VENT,Cat,Dwelling,E05009323,Canary Wharf,Millwall,537250,179950
C2478,2013,Special Service,260,TO ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,Outdoor,E05011465,Broad Green,Croydon,531150,166150
F2479,2013,Special Service,260,TWO FOXES TRAPPED IN BASEMENT AREA,Fox,Dwelling,E05009381,London Fields,Shoreditch,533950,184250
C2480,2013,Special Service,260,CAT TRAPPED BETWEEN WALLS,Cat,Dwelling,E05011485,South Norwood,Woodside,533850,168450
B2481,2013,Special Service,260,PIGEON STUCK IN TREE,Bird,Outdoor,E05000450,Perry Vale,Forest Hill,536050,173250
C2482,2013,Special Service,260,CAT TRAPPED ON WINDOW SILL,Cat,Dwelling,E05009374,Hackney Wick,Homerton,536950,184650
C2483,2013,Special Service,260,ASSIST RSPCA WITH CAT ON ROOF,Cat,Dwelling,E05000457,Colliers Wood,Wimbledon,526650,170650
C2484,2013,Special Service,520,CAT STUCK ON ROOF,Cat,Dwelling,E05000274,Muswell Hill,Hornsey,528350,189350
F2485,2013,Special Service,260,FOX WITH HEAD TRAPPED,Fox,Dwelling,E05000205,Palmers Green,Edmonton,531550,192450
C2486,2013,Special Service,260,KITTEN WITH HEAD TRAPPED IN HOLE IN CHAIR,Cat,Dwelling,E05000370,Clerkenwell,Islington,531150,182650
C2488,2013,Special Service,260,CAT TRAPPED BEHIND SCAFFOLDNG,Cat,Dwelling,E05011112,Rotherhithe,Deptford,535550,178850
C2489,2013,Special Service,260,ASSIST RSPCA WITH CAT UP TREE,Cat,Outdoor,E05009397,Holland,Kensington,524850,179350
C2490,2013,Special Service,260,CAT TRAPPED IN GATE,Cat,Outdoor,E05009374,Hackney Wick,Homerton,536150,184550
C2491,2013,Special Service,260,ASSIST RSPCA WITH CAT STUCK IN TREE,Cat,Outdoor,E05000269,Crouch End,Hornsey,529850,188350
C2492,2013,Special Service,260,KITTEN TRAPPED UNDER FENCE,Cat,Dwelling,E05000555,Beddington North,Mitcham,530150,166950
F2493,2013,Special Service,260,TO ASSIST RSPCA WITH TRAPPED FOX,Fox,Non Residential,E05009305,Farringdon Without,Soho,531150,181250
D2494,2013,Special Service,520,DOG TRAPPED IN BADGER SETT,Dog,Outdoor,E05000335,Northwood,Ruislip,509350,190350
C2495,2013,Special Service,520,TO ASSIST RSPCA WITH CAT UP A TREE,Cat,Outdoor,E05009385,Stoke Newington,Stoke Newington,533350,185850
